dataset,model,class_pair,target_idx,selector,selector_label,fraction,candidate_count,k,overlap,overlap_at_k,random_expected_overlap_at_k
CIFAR10,ResNet20BN,frog-airplane,2041,beta1,GRAFT+ (\beta=1),0.02,5000,100,81,0.81,0.02
CIFAR10,ResNet20BN,frog-airplane,2041,A,Backbone alignment A,0.02,5000,100,100,1.0,0.02
CIFAR10,ResNet20BN,frog-airplane,2041,beta0,GRAFT (\beta=0),0.05,5000,250,17,0.068,0.05
CIFAR10,ResNet20BN,frog-airplane,2041,beta1,GRAFT+ (\beta=1),0.05,5000,250,175,0.7,0.05
CIFAR10,ResNet20BN,frog-airplane,2041,A,Backbone alignment A,0.05,5000,250,249,0.996,0.05
CIFAR10,ResNet20BN,frog-airplane,2041,beta0,GRAFT (\beta=0),0.1,5000,500,86,0.172,0.1
CIFAR10,ResNet20BN,frog-airplane,2041,beta1,GRAFT+ (\beta=1),0.1,5000,500,351,0.702,0.1
CIFAR10,ResNet20BN,frog-airplane,2041,A,Backbone alignment A,0.1,5000,500,499,0.998,0.1
CIFAR10,ResNet20BN,frog-airplane,2041,beta0,GRAFT (\beta=0),0.2,5000,1000,303,0.303,0.2
CIFAR10,ResNet20BN,frog-airplane,2041,beta1,GRAFT+ (\beta=1),0.2,5000,1000,667,0.667,0.2
CIFAR10,ResNet20BN,frog-airplane,2041,A,Backbone alignment A,0.2,5000,1000,999,0.999,0.2
CIFAR10,VGG13BN,dog-bird,630,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,dog-bird,630,beta1,GRAFT+ (\beta=1),0.001,5000,5,4,0.8,0.001
CIFAR10,VGG13BN,dog-bird,630,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,dog-bird,630,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,dog-bird,630,beta1,GRAFT+ (\beta=1),0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,dog-bird,630,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,dog-bird,630,beta0,GRAFT (\beta=0),0.005,5000,25,1,0.04,0.005
CIFAR10,VGG13BN,dog-bird,630,beta1,GRAFT+ (\beta=1),0.005,5000,25,19,0.76,0.005
CIFAR10,VGG13BN,dog-bird,630,A,Backbone alignment A,0.005,5000,25,25,1.0,0.005
CIFAR10,VGG13BN,dog-bird,630,beta0,GRAFT (\beta=0),0.01,5000,50,2,0.04,0.01
CIFAR10,VGG13BN,dog-bird,630,beta1,GRAFT+ (\beta=1),0.01,5000,50,42,0.84,0.01
CIFAR10,VGG13BN,dog-bird,630,A,Backbone alignment A,0.01,5000,50,50,1.0,0.01
CIFAR10,VGG13BN,dog-bird,630,beta0,GRAFT (\beta=0),0.02,5000,100,13,0.13,0.02
CIFAR10,VGG13BN,dog-bird,630,beta1,GRAFT+ (\beta=1),0.02,5000,100,80,0.8,0.02
CIFAR10,VGG13BN,dog-bird,630,A,Backbone alignment A,0.02,5000,100,98,0.98,0.02
CIFAR10,VGG13BN,dog-bird,630,beta0,GRAFT (\beta=0),0.05,5000,250,46,0.184,0.05
CIFAR10,VGG13BN,dog-bird,630,beta1,GRAFT+ (\beta=1),0.05,5000,250,193,0.772,0.05
CIFAR10,VGG13BN,dog-bird,630,A,Backbone alignment A,0.05,5000,250,247,0.988,0.05
CIFAR10,VGG13BN,dog-bird,630,beta0,GRAFT (\beta=0),0.1,5000,500,132,0.264,0.1
CIFAR10,VGG13BN,dog-bird,630,beta1,GRAFT+ (\beta=1),0.1,5000,500,378,0.756,0.1
CIFAR10,VGG13BN,dog-bird,630,A,Backbone alignment A,0.1,5000,500,499,0.998,0.1
CIFAR10,VGG13BN,dog-bird,630,beta0,GRAFT (\beta=0),0.2,5000,1000,393,0.393,0.2
CIFAR10,VGG13BN,dog-bird,630,beta1,GRAFT+ (\beta=1),0.2,5000,1000,714,0.714,0.2
CIFAR10,VGG13BN,dog-bird,630,A,Backbone alignment A,0.2,5000,1000,995,0.995,0.2
CIFAR10,VGG13BN,dog-bird,409,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,dog-bird,409,beta1,GRAFT+ (\beta=1),0.001,5000,5,4,0.8,0.001
CIFAR10,VGG13BN,dog-bird,409,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,dog-bird,409,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,dog-bird,409,beta1,GRAFT+ (\beta=1),0.002,5000,10,6,0.6,0.002
CIFAR10,VGG13BN,dog-bird,409,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,dog-bird,409,beta0,GRAFT (\beta=0),0.005,5000,25,1,0.04,0.005
CIFAR10,VGG13BN,dog-bird,409,beta1,GRAFT+ (\beta=1),0.005,5000,25,21,0.84,0.005
CIFAR10,VGG13BN,dog-bird,409,A,Backbone alignment A,0.005,5000,25,24,0.96,0.005
CIFAR10,VGG13BN,dog-bird,409,beta0,GRAFT (\beta=0),0.01,5000,50,2,0.04,0.01
CIFAR10,VGG13BN,dog-bird,409,beta1,GRAFT+ (\beta=1),0.01,5000,50,39,0.78,0.01
CIFAR10,VGG13BN,dog-bird,409,A,Backbone alignment A,0.01,5000,50,50,1.0,0.01
CIFAR10,VGG13BN,dog-bird,409,beta0,GRAFT (\beta=0),0.02,5000,100,6,0.06,0.02
CIFAR10,VGG13BN,dog-bird,409,beta1,GRAFT+ (\beta=1),0.02,5000,100,76,0.76,0.02
CIFAR10,VGG13BN,dog-bird,409,A,Backbone alignment A,0.02,5000,100,99,0.99,0.02
CIFAR10,VGG13BN,dog-bird,409,beta0,GRAFT (\beta=0),0.05,5000,250,31,0.124,0.05
CIFAR10,VGG13BN,dog-bird,409,beta1,GRAFT+ (\beta=1),0.05,5000,250,189,0.756,0.05
CIFAR10,VGG13BN,dog-bird,409,A,Backbone alignment A,0.05,5000,250,249,0.996,0.05
CIFAR10,VGG13BN,dog-bird,409,beta0,GRAFT (\beta=0),0.1,5000,500,103,0.206,0.1
CIFAR10,VGG13BN,dog-bird,409,beta1,GRAFT+ (\beta=1),0.1,5000,500,362,0.724,0.1
CIFAR10,VGG13BN,dog-bird,409,A,Backbone alignment A,0.1,5000,500,498,0.996,0.1
CIFAR10,VGG13BN,dog-bird,409,beta0,GRAFT (\beta=0),0.2,5000,1000,350,0.35,0.2
CIFAR10,VGG13BN,dog-bird,409,beta1,GRAFT+ (\beta=1),0.2,5000,1000,735,0.735,0.2
CIFAR10,VGG13BN,dog-bird,409,A,Backbone alignment A,0.2,5000,1000,999,0.999,0.2
CIFAR10,VGG13BN,dog-bird,2270,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,dog-bird,2270,beta1,GRAFT+ (\beta=1),0.001,5000,5,4,0.8,0.001
CIFAR10,VGG13BN,dog-bird,2270,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,dog-bird,2270,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,dog-bird,2270,beta1,GRAFT+ (\beta=1),0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,dog-bird,2270,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,dog-bird,2270,beta0,GRAFT (\beta=0),0.005,5000,25,1,0.04,0.005
CIFAR10,VGG13BN,dog-bird,2270,beta1,GRAFT+ (\beta=1),0.005,5000,25,18,0.72,0.005
CIFAR10,VGG13BN,dog-bird,2270,A,Backbone alignment A,0.005,5000,25,25,1.0,0.005
CIFAR10,VGG13BN,dog-bird,2270,beta0,GRAFT (\beta=0),0.01,5000,50,4,0.08,0.01
CIFAR10,VGG13BN,dog-bird,2270,beta1,GRAFT+ (\beta=1),0.01,5000,50,39,0.78,0.01
CIFAR10,VGG13BN,dog-bird,2270,A,Backbone alignment A,0.01,5000,50,50,1.0,0.01
CIFAR10,VGG13BN,dog-bird,2270,beta0,GRAFT (\beta=0),0.02,5000,100,13,0.13,0.02
CIFAR10,VGG13BN,dog-bird,2270,beta1,GRAFT+ (\beta=1),0.02,5000,100,74,0.74,0.02
CIFAR10,VGG13BN,dog-bird,2270,A,Backbone alignment A,0.02,5000,100,100,1.0,0.02
CIFAR10,VGG13BN,dog-bird,2270,beta0,GRAFT (\beta=0),0.05,5000,250,54,0.216,0.05
CIFAR10,VGG13BN,dog-bird,2270,beta1,GRAFT+ (\beta=1),0.05,5000,250,176,0.704,0.05
CIFAR10,VGG13BN,dog-bird,2270,A,Backbone alignment A,0.05,5000,250,249,0.996,0.05
CIFAR10,VGG13BN,dog-bird,2270,beta0,GRAFT (\beta=0),0.1,5000,500,146,0.292,0.1
CIFAR10,VGG13BN,dog-bird,2270,beta1,GRAFT+ (\beta=1),0.1,5000,500,346,0.692,0.1
CIFAR10,VGG13BN,dog-bird,2270,A,Backbone alignment A,0.1,5000,500,499,0.998,0.1
CIFAR10,VGG13BN,dog-bird,2270,beta0,GRAFT (\beta=0),0.2,5000,1000,423,0.423,0.2
CIFAR10,VGG13BN,dog-bird,2270,beta1,GRAFT+ (\beta=1),0.2,5000,1000,696,0.696,0.2
CIFAR10,VGG13BN,dog-bird,2270,A,Backbone alignment A,0.2,5000,1000,996,0.996,0.2
CIFAR10,VGG13BN,dog-bird,9870,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,dog-bird,9870,beta1,GRAFT+ (\beta=1),0.001,5000,5,4,0.8,0.001
CIFAR10,VGG13BN,dog-bird,9870,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,dog-bird,9870,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,dog-bird,9870,beta1,GRAFT+ (\beta=1),0.002,5000,10,7,0.7,0.002
CIFAR10,VGG13BN,dog-bird,9870,A,Backbone alignment A,0.002,5000,10,9,0.9,0.002
CIFAR10,VGG13BN,dog-bird,9870,beta0,GRAFT (\beta=0),0.005,5000,25,2,0.08,0.005
CIFAR10,VGG13BN,dog-bird,9870,beta1,GRAFT+ (\beta=1),0.005,5000,25,22,0.88,0.005
CIFAR10,VGG13BN,dog-bird,9870,A,Backbone alignment A,0.005,5000,25,25,1.0,0.005
CIFAR10,VGG13BN,dog-bird,9870,beta0,GRAFT (\beta=0),0.01,5000,50,3,0.06,0.01
CIFAR10,VGG13BN,dog-bird,9870,beta1,GRAFT+ (\beta=1),0.01,5000,50,41,0.82,0.01
CIFAR10,VGG13BN,dog-bird,9870,A,Backbone alignment A,0.01,5000,50,50,1.0,0.01
CIFAR10,VGG13BN,dog-bird,9870,beta0,GRAFT (\beta=0),0.02,5000,100,12,0.12,0.02
CIFAR10,VGG13BN,dog-bird,9870,beta1,GRAFT+ (\beta=1),0.02,5000,100,84,0.84,0.02
CIFAR10,VGG13BN,dog-bird,9870,A,Backbone alignment A,0.02,5000,100,100,1.0,0.02
CIFAR10,VGG13BN,dog-bird,9870,beta0,GRAFT (\beta=0),0.05,5000,250,36,0.144,0.05
CIFAR10,VGG13BN,dog-bird,9870,beta1,GRAFT+ (\beta=1),0.05,5000,250,190,0.76,0.05
CIFAR10,VGG13BN,dog-bird,9870,A,Backbone alignment A,0.05,5000,250,250,1.0,0.05
CIFAR10,VGG13BN,dog-bird,9870,beta0,GRAFT (\beta=0),0.1,5000,500,117,0.234,0.1
CIFAR10,VGG13BN,dog-bird,9870,beta1,GRAFT+ (\beta=1),0.1,5000,500,376,0.752,0.1
CIFAR10,VGG13BN,dog-bird,9870,A,Backbone alignment A,0.1,5000,500,498,0.996,0.1
CIFAR10,VGG13BN,dog-bird,9870,beta0,GRAFT (\beta=0),0.2,5000,1000,357,0.357,0.2
CIFAR10,VGG13BN,dog-bird,9870,beta1,GRAFT+ (\beta=1),0.2,5000,1000,734,0.734,0.2
CIFAR10,VGG13BN,dog-bird,9870,A,Backbone alignment A,0.2,5000,1000,996,0.996,0.2
CIFAR10,VGG13BN,dog-bird,1656,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,dog-bird,1656,beta1,GRAFT+ (\beta=1),0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,dog-bird,1656,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,dog-bird,1656,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,dog-bird,1656,beta1,GRAFT+ (\beta=1),0.002,5000,10,8,0.8,0.002
CIFAR10,VGG13BN,dog-bird,1656,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,dog-bird,1656,beta0,GRAFT (\beta=0),0.005,5000,25,0,0.0,0.005
CIFAR10,VGG13BN,dog-bird,1656,beta1,GRAFT+ (\beta=1),0.005,5000,25,21,0.84,0.005
CIFAR10,VGG13BN,dog-bird,1656,A,Backbone alignment A,0.005,5000,25,25,1.0,0.005
CIFAR10,VGG13BN,dog-bird,1656,beta0,GRAFT (\beta=0),0.01,5000,50,4,0.08,0.01
CIFAR10,VGG13BN,dog-bird,1656,beta1,GRAFT+ (\beta=1),0.01,5000,50,42,0.84,0.01
CIFAR10,VGG13BN,dog-bird,1656,A,Backbone alignment A,0.01,5000,50,50,1.0,0.01
CIFAR10,VGG13BN,dog-bird,1656,beta0,GRAFT (\beta=0),0.02,5000,100,11,0.11,0.02
CIFAR10,VGG13BN,dog-bird,1656,beta1,GRAFT+ (\beta=1),0.02,5000,100,76,0.76,0.02
CIFAR10,VGG13BN,dog-bird,1656,A,Backbone alignment A,0.02,5000,100,100,1.0,0.02
CIFAR10,VGG13BN,dog-bird,1656,beta0,GRAFT (\beta=0),0.05,5000,250,36,0.144,0.05
CIFAR10,VGG13BN,dog-bird,1656,beta1,GRAFT+ (\beta=1),0.05,5000,250,189,0.756,0.05
CIFAR10,VGG13BN,dog-bird,1656,A,Backbone alignment A,0.05,5000,250,249,0.996,0.05
CIFAR10,VGG13BN,dog-bird,1656,beta0,GRAFT (\beta=0),0.1,5000,500,119,0.238,0.1
CIFAR10,VGG13BN,dog-bird,1656,beta1,GRAFT+ (\beta=1),0.1,5000,500,346,0.692,0.1
CIFAR10,VGG13BN,dog-bird,1656,A,Backbone alignment A,0.1,5000,500,498,0.996,0.1
CIFAR10,VGG13BN,dog-bird,1656,beta0,GRAFT (\beta=0),0.2,5000,1000,393,0.393,0.2
CIFAR10,VGG13BN,dog-bird,1656,beta1,GRAFT+ (\beta=1),0.2,5000,1000,714,0.714,0.2
CIFAR10,VGG13BN,dog-bird,1656,A,Backbone alignment A,0.2,5000,1000,999,0.999,0.2
CIFAR10,VGG13BN,dog-bird,5022,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,dog-bird,5022,beta1,GRAFT+ (\beta=1),0.001,5000,5,4,0.8,0.001
CIFAR10,VGG13BN,dog-bird,5022,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,dog-bird,5022,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,dog-bird,5022,beta1,GRAFT+ (\beta=1),0.002,5000,10,9,0.9,0.002
CIFAR10,VGG13BN,dog-bird,5022,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,dog-bird,5022,beta0,GRAFT (\beta=0),0.005,5000,25,1,0.04,0.005
CIFAR10,VGG13BN,dog-bird,5022,beta1,GRAFT+ (\beta=1),0.005,5000,25,21,0.84,0.005
CIFAR10,VGG13BN,dog-bird,5022,A,Backbone alignment A,0.005,5000,25,24,0.96,0.005
CIFAR10,VGG13BN,dog-bird,5022,beta0,GRAFT (\beta=0),0.01,5000,50,2,0.04,0.01
CIFAR10,VGG13BN,dog-bird,5022,beta1,GRAFT+ (\beta=1),0.01,5000,50,45,0.9,0.01
CIFAR10,VGG13BN,dog-bird,5022,A,Backbone alignment A,0.01,5000,50,50,1.0,0.01
CIFAR10,VGG13BN,dog-bird,5022,beta0,GRAFT (\beta=0),0.02,5000,100,5,0.05,0.02
CIFAR10,VGG13BN,dog-bird,5022,beta1,GRAFT+ (\beta=1),0.02,5000,100,81,0.81,0.02
CIFAR10,VGG13BN,dog-bird,5022,A,Backbone alignment A,0.02,5000,100,99,0.99,0.02
CIFAR10,VGG13BN,dog-bird,5022,beta0,GRAFT (\beta=0),0.05,5000,250,39,0.156,0.05
CIFAR10,VGG13BN,dog-bird,5022,beta1,GRAFT+ (\beta=1),0.05,5000,250,196,0.784,0.05
CIFAR10,VGG13BN,dog-bird,5022,A,Backbone alignment A,0.05,5000,250,248,0.992,0.05
CIFAR10,VGG13BN,dog-bird,5022,beta0,GRAFT (\beta=0),0.1,5000,500,119,0.238,0.1
CIFAR10,VGG13BN,dog-bird,5022,beta1,GRAFT+ (\beta=1),0.1,5000,500,379,0.758,0.1
CIFAR10,VGG13BN,dog-bird,5022,A,Backbone alignment A,0.1,5000,500,498,0.996,0.1
CIFAR10,VGG13BN,dog-bird,5022,beta0,GRAFT (\beta=0),0.2,5000,1000,365,0.365,0.2
CIFAR10,VGG13BN,dog-bird,5022,beta1,GRAFT+ (\beta=1),0.2,5000,1000,741,0.741,0.2
CIFAR10,VGG13BN,dog-bird,5022,A,Backbone alignment A,0.2,5000,1000,995,0.995,0.2
CIFAR10,VGG13BN,dog-bird,9090,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,dog-bird,9090,beta1,GRAFT+ (\beta=1),0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,dog-bird,9090,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,dog-bird,9090,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,dog-bird,9090,beta1,GRAFT+ (\beta=1),0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,dog-bird,9090,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,dog-bird,9090,beta0,GRAFT (\beta=0),0.005,5000,25,1,0.04,0.005
CIFAR10,VGG13BN,dog-bird,9090,beta1,GRAFT+ (\beta=1),0.005,5000,25,20,0.8,0.005
CIFAR10,VGG13BN,dog-bird,9090,A,Backbone alignment A,0.005,5000,25,25,1.0,0.005
CIFAR10,VGG13BN,dog-bird,9090,beta0,GRAFT (\beta=0),0.01,5000,50,4,0.08,0.01
CIFAR10,VGG13BN,dog-bird,9090,beta1,GRAFT+ (\beta=1),0.01,5000,50,45,0.9,0.01
CIFAR10,VGG13BN,dog-bird,9090,A,Backbone alignment A,0.01,5000,50,49,0.98,0.01
CIFAR10,VGG13BN,dog-bird,9090,beta0,GRAFT (\beta=0),0.02,5000,100,6,0.06,0.02
CIFAR10,VGG13BN,dog-bird,9090,beta1,GRAFT+ (\beta=1),0.02,5000,100,80,0.8,0.02
CIFAR10,VGG13BN,dog-bird,9090,A,Backbone alignment A,0.02,5000,100,99,0.99,0.02
CIFAR10,VGG13BN,dog-bird,9090,beta0,GRAFT (\beta=0),0.05,5000,250,45,0.18,0.05
CIFAR10,VGG13BN,dog-bird,9090,beta1,GRAFT+ (\beta=1),0.05,5000,250,186,0.744,0.05
CIFAR10,VGG13BN,dog-bird,9090,A,Backbone alignment A,0.05,5000,250,249,0.996,0.05
CIFAR10,VGG13BN,dog-bird,9090,beta0,GRAFT (\beta=0),0.1,5000,500,153,0.306,0.1
CIFAR10,VGG13BN,dog-bird,9090,beta1,GRAFT+ (\beta=1),0.1,5000,500,363,0.726,0.1
CIFAR10,VGG13BN,dog-bird,9090,A,Backbone alignment A,0.1,5000,500,497,0.994,0.1
CIFAR10,VGG13BN,dog-bird,9090,beta0,GRAFT (\beta=0),0.2,5000,1000,413,0.413,0.2
CIFAR10,VGG13BN,dog-bird,9090,beta1,GRAFT+ (\beta=1),0.2,5000,1000,703,0.703,0.2
CIFAR10,VGG13BN,dog-bird,9090,A,Backbone alignment A,0.2,5000,1000,998,0.998,0.2
CIFAR10,VGG13BN,dog-bird,6033,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,dog-bird,6033,beta1,GRAFT+ (\beta=1),0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,dog-bird,6033,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,dog-bird,6033,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,dog-bird,6033,beta1,GRAFT+ (\beta=1),0.002,5000,10,9,0.9,0.002
CIFAR10,VGG13BN,dog-bird,6033,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,dog-bird,6033,beta0,GRAFT (\beta=0),0.005,5000,25,0,0.0,0.005
CIFAR10,VGG13BN,dog-bird,6033,beta1,GRAFT+ (\beta=1),0.005,5000,25,18,0.72,0.005
CIFAR10,VGG13BN,dog-bird,6033,A,Backbone alignment A,0.005,5000,25,24,0.96,0.005
CIFAR10,VGG13BN,dog-bird,6033,beta0,GRAFT (\beta=0),0.01,5000,50,2,0.04,0.01
CIFAR10,VGG13BN,dog-bird,6033,beta1,GRAFT+ (\beta=1),0.01,5000,50,41,0.82,0.01
CIFAR10,VGG13BN,dog-bird,6033,A,Backbone alignment A,0.01,5000,50,49,0.98,0.01
CIFAR10,VGG13BN,dog-bird,6033,beta0,GRAFT (\beta=0),0.02,5000,100,5,0.05,0.02
CIFAR10,VGG13BN,dog-bird,6033,beta1,GRAFT+ (\beta=1),0.02,5000,100,83,0.83,0.02
CIFAR10,VGG13BN,dog-bird,6033,A,Backbone alignment A,0.02,5000,100,99,0.99,0.02
CIFAR10,VGG13BN,dog-bird,6033,beta0,GRAFT (\beta=0),0.05,5000,250,44,0.176,0.05
CIFAR10,VGG13BN,dog-bird,6033,beta1,GRAFT+ (\beta=1),0.05,5000,250,195,0.78,0.05
CIFAR10,VGG13BN,dog-bird,6033,A,Backbone alignment A,0.05,5000,250,248,0.992,0.05
CIFAR10,VGG13BN,dog-bird,6033,beta0,GRAFT (\beta=0),0.1,5000,500,119,0.238,0.1
CIFAR10,VGG13BN,dog-bird,6033,beta1,GRAFT+ (\beta=1),0.1,5000,500,368,0.736,0.1
CIFAR10,VGG13BN,dog-bird,6033,A,Backbone alignment A,0.1,5000,500,498,0.996,0.1
CIFAR10,VGG13BN,dog-bird,6033,beta0,GRAFT (\beta=0),0.2,5000,1000,356,0.356,0.2
CIFAR10,VGG13BN,dog-bird,6033,beta1,GRAFT+ (\beta=1),0.2,5000,1000,732,0.732,0.2
CIFAR10,VGG13BN,dog-bird,6033,A,Backbone alignment A,0.2,5000,1000,997,0.997,0.2
CIFAR10,VGG13BN,dog-bird,7940,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,dog-bird,7940,beta1,GRAFT+ (\beta=1),0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,dog-bird,7940,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,dog-bird,7940,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,dog-bird,7940,beta1,GRAFT+ (\beta=1),0.002,5000,10,9,0.9,0.002
CIFAR10,VGG13BN,dog-bird,7940,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,dog-bird,7940,beta0,GRAFT (\beta=0),0.005,5000,25,0,0.0,0.005
CIFAR10,VGG13BN,dog-bird,7940,beta1,GRAFT+ (\beta=1),0.005,5000,25,21,0.84,0.005
CIFAR10,VGG13BN,dog-bird,7940,A,Backbone alignment A,0.005,5000,25,25,1.0,0.005
CIFAR10,VGG13BN,dog-bird,7940,beta0,GRAFT (\beta=0),0.01,5000,50,2,0.04,0.01
CIFAR10,VGG13BN,dog-bird,7940,beta1,GRAFT+ (\beta=1),0.01,5000,50,41,0.82,0.01
CIFAR10,VGG13BN,dog-bird,7940,A,Backbone alignment A,0.01,5000,50,49,0.98,0.01
CIFAR10,VGG13BN,dog-bird,7940,beta0,GRAFT (\beta=0),0.02,5000,100,4,0.04,0.02
CIFAR10,VGG13BN,dog-bird,7940,beta1,GRAFT+ (\beta=1),0.02,5000,100,79,0.79,0.02
CIFAR10,VGG13BN,dog-bird,7940,A,Backbone alignment A,0.02,5000,100,99,0.99,0.02
CIFAR10,VGG13BN,dog-bird,7940,beta0,GRAFT (\beta=0),0.05,5000,250,35,0.14,0.05
CIFAR10,VGG13BN,dog-bird,7940,beta1,GRAFT+ (\beta=1),0.05,5000,250,196,0.784,0.05
CIFAR10,VGG13BN,dog-bird,7940,A,Backbone alignment A,0.05,5000,250,250,1.0,0.05
CIFAR10,VGG13BN,dog-bird,7940,beta0,GRAFT (\beta=0),0.1,5000,500,118,0.236,0.1
CIFAR10,VGG13BN,dog-bird,7940,beta1,GRAFT+ (\beta=1),0.1,5000,500,380,0.76,0.1
CIFAR10,VGG13BN,dog-bird,7940,A,Backbone alignment A,0.1,5000,500,499,0.998,0.1
CIFAR10,VGG13BN,dog-bird,7940,beta0,GRAFT (\beta=0),0.2,5000,1000,365,0.365,0.2
CIFAR10,VGG13BN,dog-bird,7940,beta1,GRAFT+ (\beta=1),0.2,5000,1000,724,0.724,0.2
CIFAR10,VGG13BN,dog-bird,7940,A,Backbone alignment A,0.2,5000,1000,996,0.996,0.2
CIFAR10,VGG13BN,dog-bird,9731,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,dog-bird,9731,beta1,GRAFT+ (\beta=1),0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,dog-bird,9731,A,Backbone alignment A,0.001,5000,5,4,0.8,0.001
CIFAR10,VGG13BN,dog-bird,9731,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,dog-bird,9731,beta1,GRAFT+ (\beta=1),0.002,5000,10,8,0.8,0.002
CIFAR10,VGG13BN,dog-bird,9731,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,dog-bird,9731,beta0,GRAFT (\beta=0),0.005,5000,25,0,0.0,0.005
CIFAR10,VGG13BN,dog-bird,9731,beta1,GRAFT+ (\beta=1),0.005,5000,25,21,0.84,0.005
CIFAR10,VGG13BN,dog-bird,9731,A,Backbone alignment A,0.005,5000,25,25,1.0,0.005
CIFAR10,VGG13BN,dog-bird,9731,beta0,GRAFT (\beta=0),0.01,5000,50,1,0.02,0.01
CIFAR10,VGG13BN,dog-bird,9731,beta1,GRAFT+ (\beta=1),0.01,5000,50,40,0.8,0.01
CIFAR10,VGG13BN,dog-bird,9731,A,Backbone alignment A,0.01,5000,50,49,0.98,0.01
CIFAR10,VGG13BN,dog-bird,9731,beta0,GRAFT (\beta=0),0.02,5000,100,10,0.1,0.02
CIFAR10,VGG13BN,dog-bird,9731,beta1,GRAFT+ (\beta=1),0.02,5000,100,75,0.75,0.02
CIFAR10,VGG13BN,dog-bird,9731,A,Backbone alignment A,0.02,5000,100,99,0.99,0.02
CIFAR10,VGG13BN,dog-bird,9731,beta0,GRAFT (\beta=0),0.05,5000,250,35,0.14,0.05
CIFAR10,VGG13BN,dog-bird,9731,beta1,GRAFT+ (\beta=1),0.05,5000,250,185,0.74,0.05
